NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
38.9,25,3,0,1,25.0,17.0,18.0
38.9,25,3,0,1,24.0,15.0,28.0
79.8,25,3,0,1,30.0,20.0,50.0
46.1,25,3,0,1,25.0,16.0,43.0
35.2,25,3,0,1,28.0,17.0,45.0
47.0,25,3,0,1,27.0,19.0,44.0
48.8,25,3,0,1,28.0,18.0,42.0
52.9,25,3,0,1,29.0,20.0,44.0
52.1,25,3,0,1,25.0,14.0,33.0
43.2,25,3,0,1,20.0,5.0,12.0
56.1,25,3,0,1,30.0,19.0,39.0
29.3,25,3,0,1,20.0,4.0,4.0
45.2,25,3,0,1,26.0,12.0,47.0
45.2,25,3,0,1,26.0,18.0,43.0
51.3,25,3,0,1,24.0,14.0,46.0
51.3,25,3,0,1,26.0,12.0,45.0
43.2,25,3,0,1,24.0,16.0,30.0
38.9,25,3,0,1,20.0,5.0,19.0
46.1,25,3,0,1,26.0,14.0,41.0
49.7,25,3,0,1,22.0,10.0,30.0
63.4,25,3,0,1,30.0,19.0,47.0
48.8,25,3,0,1,24.0,13.0,47.0
49.7,25,3,0,1,29.0,19.0,44.0
52.1,25,3,0,1,29.0,20.0,39.0
52.9,25,3,0,1,26.0,16.0,36.0
51.3,25,3,0,1,26.0,14.0,32.0
40.0,25,3,0,1,25.0,15.0,31.0
56.8,25,3,0,1,30.0,19.0,48.0
54.5,25,3,0,1,30.0,20.0,49.0
32.4,25,3,0,1,20.0,6.0,5.0
35.2,25,3,0,1,22.0,9.0,22.0
53.7,25,3,0,1,28.0,19.0,45.0
36.5,25,3,0,1,20.0,10.0,10.0
37.7,25,3,0,1,20.0,9.0,19.0
41.1,25,3,0,1,25.0,12.0,33.0
50.5,25,3,0,1,29.0,20.0,43.0
37.7,25,3,0,1,24.0,18.0,33.0
37.7,25,3,0,1,24.0,12.0,34.0
53.7,25,3,0,1,27.0,18.0,47.0
56.8,25,3,0,1,28.0,17.0,33.0
49.7,25,3,0,1,26.0,16.0,31.0
51.3,25,3,0,1,28.0,20.0,40.0
47.9,25,3,0,1,26.0,16.0,26.0
35.2,25,3,0,1,20.0,10.0,45.0
40.0,25,3,0,1,22.0,12.0,10.0
29.3,25,3,0,1,20.0,9.0,22.0
38.9,25,3,0,1,24.0,9.0,42.0
40.0,25,3,0,1,25.0,18.0,23.0
47.0,25,3,0,1,25.0,20.0,35.0
60.5,25,3,0,1,29.0,18.0,49.0
41.1,25,3,0,1,20.0,4.0,9.0
55.3,25,3,0,1,26.0,18.0,39.0
49.7,25,3,0,1,28.0,17.0,35.0
40.0,25,3,0,1,25.0,15.0,21.0
36.5,25,3,0,1,22.0,9.0,11.0
47.9,25,3,0,1,30.0,17.0,43.0
47.9,25,3,0,1,26.0,12.0,36.0
55.3,25,3,0,1,28.0,17.0,48.0
51.3,25,3,0,1,28.0,19.0,46.0
42.2,25,3,0,1,26.0,19.0,39.0
40.0,25,3,0,1,22.0,10.0,39.0
41.1,25,3,0,1,20.0,8.0,9.0
35.2,25,3,0,1,24.0,12.0,27.0
49.7,25,3,0,1,20.0,10.0,26.0
65.6,25,3,0,1,30.0,20.0,49.0
46.1,25,3,0,1,28.0,13.0,45.0
40.0,25,3,0,1,27.0,17.0,49.0
48.8,25,3,0,1,29.0,19.0,42.0
30.9,25,3,0,1,24.0,12.0,36.0
51.3,25,3,0,1,26.0,19.0,49.0
53.7,25,3,0,1,29.0,20.0,49.0
44.2,25,3,0,1,25.0,15.0,48.0
50.5,25,3,0,1,25.0,14.0,32.0
50.5,25,3,0,1,28.0,14.0,46.0
47.0,25,3,0,1,24.0,18.0,45.0
52.9,25,3,0,1,28.0,20.0,42.0
50.5,25,3,0,1,29.0,20.0,38.0
43.2,25,3,0,1,24.0,17.0,37.0
35.2,25,3,0,1,28.0,20.0,43.0
67.0,25,3,0,1,30.0,20.0,50.0
59.0,25,3,0,1,29.0,20.0,47.0
43.2,25,3,0,1,20.0,5.0,16.0
32.4,25,3,0,1,20.0,5.0,12.0
35.2,25,3,0,1,20.0,5.0,10.0
48.8,25,3,0,1,25.0,16.0,43.0
38.9,25,3,0,1,27.0,17.0,35.0
55.3,25,3,0,1,30.0,20.0,50.0
53.7,25,3,0,1,28.0,19.0,39.0
54.5,25,3,0,1,29.0,19.0,48.0
53.7,25,3,0,1,30.0,19.0,45.0
51.3,25,3,0,1,25.0,14.0,39.0
44.2,25,3,0,1,25.0,17.0,48.0
37.7,25,3,0,1,20.0,8.0,34.0
37.7,25,3,0,1,20.0,7.0,13.0
44.2,25,3,0,1,20.0,8.0,43.0
41.1,25,3,0,1,20.0,9.0,36.0
51.3,25,3,0,1,26.0,17.0,38.0
46.1,25,3,0,1,20.0,6.0,9.0
44.2,25,3,0,1,27.0,13.0,34.0
50.5,25,3,0,1,24.0,19.0,43.0
45.2,25,3,0,1,20.0,8.0,25.0
61.9,25,3,0,1,30.0,20.0,50.0
48.8,25,3,0,1,24.0,14.0,39.0
47.9,25,3,0,1,29.0,20.0,50.0
50.5,25,3,0,1,26.0,18.0,45.0
56.1,25,3,0,1,30.0,20.0,50.0
41.1,25,3,0,1,26.0,17.0,41.0
45.2,25,3,0,1,26.0,18.0,33.0
47.9,25,3,0,1,27.0,14.0,47.0
52.1,25,3,0,1,28.0,20.0,47.0
47.0,25,3,0,1,26.0,15.0,43.0
40.0,25,3,0,1,26.0,13.0,30.0
47.9,25,3,0,1,24.0,13.0,41.0
61.9,25,3,0,1,30.0,20.0,50.0
47.0,25,3,0,1,30.0,19.0,48.0
38.9,25,3,0,1,20.0,3.0,31.0
42.2,25,3,0,1,20.0,5.0,13.0
46.1,25,3,0,1,27.0,15.0,48.0
32.4,25,3,0,1,24.0,12.0,22.0
54.5,25,3,0,1,30.0,20.0,50.0
49.7,25,3,0,1,25.0,15.0,47.0
35.2,25,3,0,1,24.0,11.0,18.0
47.0,25,3,0,1,25.0,13.0,41.0
44.2,25,3,0,1,20.0,8.0,11.0
43.2,25,3,0,1,22.0,8.0,36.0
57.6,25,3,0,1,29.0,20.0,50.0
37.7,25,3,0,1,24.0,14.0,14.0
47.0,25,3,0,1,24.0,15.0,30.0
41.1,25,3,0,1,24.0,14.0,30.0
44.2,25,3,0,1,28.0,18.0,48.0
42.2,25,3,0,1,23.0,13.0,29.0
52.9,25,3,0,1,29.0,20.0,50.0
50.5,25,3,0,1,28.0,16.0,44.0
47.9,25,3,0,1,28.0,17.0,38.0
44.2,25,3,0,1,20.0,6.0,18.0
50.5,25,3,0,1,27.0,17.0,50.0
52.9,25,3,0,1,22.0,12.0,21.0
52.9,25,3,0,1,22.0,14.0,32.0
43.2,25,3,0,1,28.0,19.0,45.0
46.1,25,3,0,1,25.0,14.0,25.0
61.2,25,3,0,1,28.0,20.0,39.0
60.5,25,3,0,1,30.0,20.0,50.0
49.7,25,3,0,1,26.0,14.0,42.0
47.0,25,3,0,1,24.0,12.0,20.0
43.2,25,3,0,1,24.0,14.0,25.0
57.6,26,2,0,0,29.0,20.0,45.0
49.7,26,2,0,0,29.0,20.0,45.0
43.2,26,2,0,0,28.0,16.0,37.5
58.3,26,2,0,0,27.0,17.0,44.5
55.3,26,2,0,0,29.0,16.0,40.0
64.8,26,2,0,0,29.0,18.5,50.0
56.8,26,2,0,0,28.0,16.0,48.5
74.4,26,2,0,0,30.0,19.0,49.0
48.8,26,2,0,0,28.0,18.0,45.0
52.1,26,2,0,0,29.0,19.5,46.0
49.7,26,2,0,0,30.0,8.0,34.0
54.5,26,2,0,0,27.0,20.0,41.5
71.4,26,2,0,0,30.0,20.0,50.0
64.1,26,2,0,0,29.0,20.0,50.0
49.7,26,2,0,0,27.0,15.5,47.0
53.7,26,2,0,0,28.0,20.0,42.5
46.1,26,2,0,0,27.0,12.5,41.0
51.3,26,2,0,0,29.0,20.0,41.5
48.8,26,2,0,0,28.0,12.0,29.5
52.1,26,2,0,0,29.0,19.0,38.5
59.0,26,2,0,0,29.0,18.5,49.0
56.1,26,2,0,0,29.0,20.0,46.0
53.7,26,2,0,0,28.0,17.0,40.0
64.1,26,2,0,0,29.0,20.0,50.0
52.1,26,2,0,0,29.0,20.0,48.0
47.9,26,2,0,0,27.0,14.0,36.5
55.3,26,2,0,0,27.0,17.0,49.0
55.3,26,2,0,0,28.0,13.5,44.5
44.2,26,2,0,0,28.0,17.5,38.5
51.3,26,2,0,0,28.0,18.5,40.5
63.4,26,2,0,0,30.0,20.0,50.0
40.0,26,2,0,0,27.0,17.0,19.0
37.7,26,2,0,0,30.0,4.5,28.0
54.5,26,2,0,0,28.0,19.5,36.5
57.6,26,2,0,0,29.0,15.5,50.0
52.9,26,2,0,0,29.0,19.0,49.0
57.6,26,2,0,0,30.0,17.0,41.0
53.7,26,2,0,0,28.0,20.0,39.0
56.8,26,2,0,0,29.0,17.5,33.0
51.3,26,2,0,0,28.0,19.0,37.0
64.1,26,2,0,0,30.0,20.0,50.0
46.1,26,2,0,0,27.0,17.5,35.5
63.4,26,2,0,0,30.0,19.0,50.0
53.7,26,2,0,0,26.0,18.5,33.5
44.2,26,2,0,0,28.0,19.5,38.5
52.9,26,2,0,0,27.0,18.0,40.0
52.9,26,2,0,0,29.0,13.0,39.0
52.9,26,2,0,0,29.0,18.5,43.5
51.3,26,2,0,0,28.0,20.0,44.5
59.0,26,2,0,0,27.0,20.0,47.0
63.4,26,2,0,0,29.0,20.0,45.0
52.1,26,2,0,0,29.0,19.0,43.5
55.3,26,2,0,0,26.0,15.5,32.0
55.3,26,2,0,0,28.0,20.0,48.0
48.8,26,2,0,0,28.0,16.5,35.0
64.8,26,2,0,0,29.0,20.0,50.0
51.3,26,2,0,0,30.0,18.5,47.0
56.8,26,2,0,0,28.0,20.0,47.0
50.5,26,2,0,0,29.0,19.0,48.5
53.7,26,2,0,0,28.0,17.0,40.5
53.7,26,2,0,0,28.0,20.0,46.0
49.7,26,2,0,0,26.0,15.5,41.5
58.3,26,2,0,0,28.0,15.0,41.5
55.3,26,2,0,0,30.0,17.0,45.5
45.2,26,2,0,0,30.0,17.5,32.0
56.8,26,2,0,0,28.0,19.0,31.5
52.1,26,2,0,0,27.0,15.0,37.5
51.3,26,2,0,0,28.0,20.0,43.5
62.7,26,2,0,0,30.0,20.0,47.0
52.9,26,2,0,0,27.0,14.5,29.5
65.6,26,2,0,0,29.0,20.0,50.0
68.5,26,2,0,0,30.0,20.0,50.0
64.8,26,2,0,0,30.0,20.0,50.0
50.5,26,2,0,0,28.0,20.0,37.0
54.5,26,2,0,0,29.0,20.0,49.0
59.0,26,2,0,0,29.0,18.5,45.5
61.9,26,2,0,0,29.0,18.5,49.0
53.7,26,2,0,0,28.0,20.0,39.0
61.9,26,2,0,0,29.0,20.0,50.0
50.5,26,2,0,0,26.0,19.0,29.5
62.7,27,3,0,0,29.5,15.0,40.0
59.8,27,3,0,0,30.0,19.5,43.0
52.1,27,3,0,0,28.0,19.0,33.5
40.0,27,3,0,0,28.0,10.0,25.0
44.2,27,3,0,0,28.0,14.0,42.0
44.2,27,3,0,0,25.0,13.0,35.5
74.4,27,3,0,0,30.0,20.0,49.0
52.1,27,3,0,0,26.5,12.0,31.0
54.5,27,3,0,0,29.0,16.0,36.0
40.0,27,3,0,0,26.0,13.0,34.0
51.3,27,3,0,0,28.0,15.0,36.0
30.9,27,3,0,0,25.0,13.0,35.5
43.2,27,3,0,0,25.0,15.0,35.5
45.2,27,3,0,0,25.0,10.0,33.0
55.3,27,3,0,0,29.0,14.0,38.0
59.8,27,3,0,0,29.0,17.5,45.0
42.2,27,3,0,0,25.0,13.0,32.5
46.1,27,3,0,0,24.0,15.5,31.0
64.1,27,3,0,0,29.0,15.0,46.0
48.8,27,3,0,0,29.5,18.0,40.0
50.5,27,3,0,0,29.0,16.0,40.5
40.0,27,3,0,0,24.0,8.5,18.5
44.2,27,3,0,0,30.0,19.0,44.0
40.0,27,3,0,0,26.0,7.0,23.5
59.8,27,3,0,0,30.0,20.0,47.0
55.3,27,3,0,0,30.0,19.5,44.5
43.2,27,3,0,0,25.0,10.5,43.5
40.0,27,3,0,0,27.5,11.0,30.0
48.8,27,3,0,0,25.5,7.0,17.0
45.2,27,3,0,0,26.0,14.0,30.0
50.5,27,3,0,0,29.5,15.0,41.0
41.1,27,3,0,0,27.0,16.5,40.5
67.7,27,3,0,0,29.5,20.0,49.0
0.0,27,3,0,0,25.0,11.0,34.5
61.2,27,3,0,0,29.0,20.0,48.0
44.2,27,3,0,0,29.0,15.0,39.0
50.5,27,3,0,0,30.0,17.0,44.5
54.5,27,3,0,0,29.0,16.0,37.0
53.7,27,3,0,0,30.0,17.0,44.0
41.1,27,3,0,0,25.0,15.0,44.0
47.0,27,3,0,0,26.0,12.0,27.5
52.1,27,3,0,0,27.0,15.0,42.0
52.9,27,3,0,0,28.0,18.0,46.0
45.2,27,3,0,0,27.0,11.0,27.5
56.8,27,3,0,0,26.0,13.0,39.0
49.7,27,3,0,0,27.0,14.0,25.0
52.9,27,3,0,0,29.0,16.0,43.5
40.0,27,3,0,0,28.0,17.0,35.0
0.0,27,3,0,0,25.0,10.5,30.0
0.0,27,3,0,0,26.0,17.0,30.0
50.5,27,3,0,0,26.0,12.0,38.5
43.2,27,3,0,0,27.5,17.0,41.0
52.1,27,3,0,0,30.0,18.0,48.0
61.9,27,3,0,0,30.0,19.5,50.0
47.0,27,3,0,0,26.0,9.0,27.0
44.2,28,3,0,1,29.0,17.0,40.0
42.2,28,3,0,1,30.0,12.0,29.0
43.2,28,3,0,1,30.0,19.0,40.0
47.9,28,3,0,1,30.0,13.0,32.0
49.7,28,3,0,1,28.0,15.0,43.0
57.6,28,3,0,1,30.0,20.0,46.0
42.2,28,3,0,1,28.0,12.0,22.0
49.7,28,3,0,1,28.0,12.0,20.0
45.2,28,3,0,1,30.0,16.0,30.0
58.3,28,3,0,1,30.0,19.0,48.0
63.4,28,3,0,1,30.0,20.0,48.0
36.5,28,3,0,1,30.0,16.0,25.0
42.2,28,3,0,1,29.0,14.0,28.0
43.2,28,3,0,1,30.0,20.0,46.0
41.1,28,3,0,1,30.0,8.0,24.0
38.9,28,3,0,1,28.0,12.0,33.0
40.0,28,3,0,1,28.0,14.0,34.0
47.9,28,3,0,1,28.0,8.0,31.0
43.2,28,3,0,1,28.0,13.0,27.0
52.1,28,3,0,1,30.0,20.0,47.0
64.1,28,3,0,1,30.0,20.0,50.0
52.1,28,3,0,1,28.0,12.0,30.0
52.9,28,3,0,1,30.0,19.0,44.0
32.4,28,3,0,1,28.0,13.0,31.0
56.8,28,3,0,1,29.0,18.0,46.0
44.2,28,3,0,1,30.0,20.0,43.0
54.5,28,3,0,1,30.0,19.0,47.0
45.2,28,3,0,1,30.0,19.0,47.0
41.1,28,3,0,1,29.0,16.0,42.0
50.5,28,3,0,1,30.0,20.0,36.0
37.7,28,3,0,1,30.0,19.0,29.0
47.9,28,3,0,1,30.0,19.0,49.0
50.5,28,3,0,1,29.0,18.0,42.0
40.0,28,3,0,1,28.0,12.0,30.0
47.9,28,3,0,1,30.0,18.0,44.0
42.2,28,3,0,1,30.0,18.0,28.0
45.2,28,3,0,1,28.0,12.0,39.0
43.2,28,3,0,1,28.0,13.0,25.0
43.2,28,3,0,1,29.0,14.0,36.0
38.9,28,3,0,1,30.0,18.0,41.0
53.7,28,3,0,1,30.0,20.0,50.0
40.0,28,3,0,1,30.0,19.0,36.0
45.2,28,3,0,1,30.0,20.0,49.0
47.0,28,3,0,1,30.0,18.0,43.0
43.2,28,3,0,1,28.0,12.0,9.0
44.2,28,3,0,1,30.0,20.0,47.0
50.5,28,3,0,1,30.0,20.0,46.0
41.1,28,3,0,1,30.0,12.0,23.0
44.2,28,3,0,1,30.0,19.0,44.0
43.2,28,3,0,1,28.0,13.0,24.0
45.2,28,3,0,1,29.0,17.0,37.0
41.1,28,3,0,1,29.0,17.0,46.0
50.5,28,3,0,1,28.0,12.0,31.0
55.3,28,3,0,1,30.0,20.0,45.0
43.2,28,3,0,1,30.0,20.0,42.0
45.2,28,3,0,1,30.0,12.0,22.0
38.9,28,3,0,1,28.0,10.0,29.0
42.2,28,3,0,1,29.0,17.0,34.0
45.2,28,3,0,1,30.0,18.0,44.0
52.9,28,3,0,1,29.0,16.0,35.0
59.0,28,3,0,1,30.0,20.0,50.0
48.8,28,3,0,1,29.0,18.0,44.0
53.7,28,3,0,1,30.0,19.0,36.0
52.9,28,3,0,1,29.0,17.0,38.0
62.7,28,3,0,1,30.0,20.0,49.0
42.2,28,3,0,1,29.0,16.0,31.5
45.2,28,3,0,1,30.0,15.0,36.0
56.8,28,3,0,1,30.0,20.0,45.0
38.9,28,3,0,1,30.0,19.0,42.0
45.2,28,3,0,1,30.0,20.0,45.0
38.9,28,3,0,1,29.0,16.0,45.0
32.4,28,3,0,1,28.0,9.0,7.0
51.3,28,3,0,1,29.0,18.0,46.0
30.9,28,3,0,1,28.0,12.0,10.0
61.2,29,0,0,0,29.5,20.0,47.0
68.5,29,0,0,0,29.0,18.0,45.5
73.60000000000002,29,0,0,0,29.5,20.0,50.0
55.3,29,0,0,0,26.0,20.0,46.5
63.4,29,0,0,0,26.0,19.0,44.0
56.8,29,0,0,0,27.5,16.5,40.0
51.3,29,0,0,0,27.0,17.0,25.5
61.9,29,0,0,0,29.0,18.5,41.0
51.3,29,0,0,0,29.0,20.0,46.0
58.3,29,0,0,0,24.0,13.0,30.5
54.5,29,0,0,0,26.5,17.0,45.0
61.9,29,0,0,0,29.0,20.0,50.0
63.4,29,0,0,0,29.0,19.0,44.5
59.8,29,0,0,0,30.0,20.0,48.0
71.4,29,0,0,0,30.0,20.0,50.0
56.1,29,0,0,0,28.5,18.0,37.5
52.9,29,0,0,0,29.0,18.5,38.0
59.8,29,0,0,0,29.0,19.0,45.0
52.1,29,0,0,0,26.0,15.0,34.0
67.7,29,0,0,0,28.0,20.0,42.5
60.5,29,0,0,0,28.0,19.0,32.5
46.1,29,0,0,0,28.0,18.0,32.0
71.4,29,0,0,0,29.0,20.0,49.0
55.3,29,0,0,0,29.0,20.0,49.5
57.6,29,0,0,0,29.0,19.5,39.0
51.3,29,0,0,0,28.0,18.0,38.0
52.9,29,0,0,0,29.0,17.5,43.0
56.1,29,0,0,0,28.0,19.0,42.0
64.8,29,0,0,0,28.0,20.0,46.0
52.1,29,0,0,0,28.0,20.0,48.0
51.3,29,0,0,0,27.0,20.0,45.0
57.6,29,0,0,0,29.0,18.5,46.0
56.1,29,0,0,0,29.5,20.0,50.0
52.1,29,0,0,0,24.0,19.0,38.0
71.4,29,0,0,0,29.5,20.0,50.0
71.4,29,0,0,0,28.0,19.0,47.0
64.1,29,0,0,0,29.5,20.0,50.0
60.5,29,0,0,0,27.0,20.0,46.5
54.5,29,0,0,0,28.5,20.0,44.5
59.8,29,0,0,0,28.5,20.0,45.5
44.2,29,0,0,0,26.5,15.0,36.5
56.8,29,0,0,0,28.0,20.0,46.5
52.9,29,0,0,0,29.5,18.5,48.0
43.2,29,0,0,0,26.0,15.5,19.5
55.3,29,0,0,0,29.0,19.0,48.5
49.7,29,0,0,0,29.5,20.0,47.0
64.8,29,0,0,0,27.5,19.0,44.5
44.2,29,0,0,0,28.5,19.0,37.0
52.9,29,0,0,0,30.0,20.0,47.5
49.7,29,0,0,0,26.0,15.5,26.5
66.3,29,0,0,0,29.5,20.0,50.0
64.8,29,0,0,0,29.0,20.0,44.0
46.1,29,0,0,0,28.0,13.0,33.5
49.7,29,0,0,0,29.0,15.0,25.5
59.0,29,0,0,0,29.0,20.0,41.5
41.1,29,0,0,0,23.0,11.0,19.5
54.5,29,0,0,0,26.5,15.0,43.0
43.2,29,0,0,0,27.0,11.5,33.5
45.2,29,0,0,0,28.5,15.0,44.0
52.9,29,0,0,0,29.5,19.5,32.5
0.0,29,0,0,0,30.0,20.0,46.0
50.5,29,0,0,0,25.0,18.0,39.5
48.8,29,0,0,0,27.5,14.0,28.5
66.3,29,0,0,0,29.0,20.0,49.0
47.0,29,0,0,0,28.0,18.0,30.5
57.6,29,0,0,0,28.5,20.0,38.5
62.7,29,0,0,0,29.0,20.0,49.0
69.9,29,0,0,0,30.0,19.0,50.0
47.0,29,0,0,0,27.5,17.5,29.5
55.3,29,0,0,0,29.0,20.0,50.0
57.6,29,0,0,0,29.5,20.0,50.0
51.3,29,0,0,0,27.0,17.0,44.5
54.5,29,0,0,0,29.5,20.0,45.5
40.0,30,0,0,0,27.0,14.0,46.0
58.3,30,0,0,0,29.5,17.5,46.5
57.6,30,0,0,0,29.5,18.0,38.5
46.1,30,0,0,0,29.5,16.0,39.0
66.3,30,0,0,0,30.0,20.0,50.0
61.9,30,0,0,0,30.0,19.0,45.5
64.1,30,0,0,0,30.0,19.5,46.0
63.4,30,0,0,0,30.0,20.0,49.0
51.3,30,0,0,0,28.5,15.5,43.0
58.3,30,0,0,0,29.5,19.5,44.5
47.9,30,0,0,0,30.0,19.0,41.0
50.5,30,0,0,0,28.0,15.5,41.5
67.0,30,0,0,0,30.0,18.0,50.0
60.5,30,0,0,0,28.0,16.5,44.5
48.8,30,0,0,0,27.5,16.0,35.0
67.7,30,0,0,0,30.0,19.5,47.0
59.0,30,0,0,0,28.0,11.0,42.5
69.9,30,0,0,0,30.0,20.0,48.5
55.3,30,0,0,0,30.0,19.0,48.5
56.8,30,0,0,0,29.0,17.0,44.0
63.4,30,0,0,0,30.0,19.5,46.0
59.0,30,0,0,0,30.0,16.0,44.5
66.3,30,0,0,0,29.5,18.0,47.0
72.9,30,0,0,0,30.0,20.0,49.0
55.3,30,0,0,0,28.0,13.0,0.0
64.1,30,0,0,0,29.5,17.0,46.0
41.1,30,0,0,0,27.5,12.0,44.5
47.0,30,0,0,0,27.5,15.0,46.0
61.9,30,0,0,0,30.0,17.5,47.5
70.7,30,0,0,0,30.0,19.5,48.0
49.7,30,0,0,0,29.0,18.0,33.0
69.2,30,0,0,0,30.0,20.0,47.5
69.2,30,0,0,0,29.0,20.0,49.0
54.5,30,0,0,0,29.0,17.0,46.5
50.5,30,0,0,0,28.0,16.5,39.0
45.2,30,0,0,0,27.0,16.5,43.5
61.2,30,0,0,0,30.0,16.0,37.5
56.8,30,0,0,0,30.0,20.0,48.5
50.5,30,0,0,0,26.5,12.0,44.0
61.2,30,0,0,0,29.5,16.0,40.0
56.8,30,0,0,0,29.5,16.5,48.5
57.6,30,0,0,0,29.0,16.0,39.0
58.3,30,0,0,0,28.0,10.0,44.0
59.0,30,0,0,0,29.0,19.0,37.0
48.8,30,0,0,0,28.0,15.5,42.0
55.3,30,0,0,0,30.0,18.5,45.0
63.4,30,0,0,0,29.5,18.0,42.5
46.1,30,0,0,0,29.0,14.5,36.5
45.2,30,0,0,0,27.0,12.0,43.5
58.3,30,0,0,0,29.0,15.5,43.5
59.8,30,0,0,0,29.5,15.0,44.5
65.6,30,0,0,0,30.0,19.5,49.0
56.1,30,0,0,0,30.0,17.5,45.5
47.9,30,0,0,0,28.5,18.5,31.5
47.0,30,0,0,0,28.0,17.5,29.5
57.6,30,0,0,0,30.0,20.0,48.5
72.10000000000002,30,0,0,0,30.0,20.0,48.5
41.1,30,0,0,0,29.5,14.0,37.5
64.1,30,0,0,0,30.0,19.0,47.0
66.3,30,0,0,0,29.0,18.0,46.5
48.8,30,0,0,0,28.0,17.0,47.0
57.6,30,0,0,0,29.0,14.0,39.5
61.2,30,0,0,0,30.0,17.5,46.0
55.3,30,0,0,0,30.0,19.0,41.5
55.3,30,0,0,0,29.5,16.0,44.5
55.3,30,0,0,0,28.0,16.0,47.0
61.9,30,0,0,0,30.0,20.0,48.5
50.5,30,0,0,0,29.0,18.5,45.0
56.8,30,0,0,0,29.5,16.5,47.0
56.8,30,0,0,0,29.0,15.5,38.5
64.1,30,0,0,0,30.0,19.0,41.5
46.1,30,0,0,0,29.5,14.5,32.0
52.9,30,0,0,0,27.0,13.0,45.0
48.8,30,0,0,0,26.5,14.5,30.5
52.1,30,0,0,0,30.0,18.0,42.0
65.6,30,0,0,0,30.0,19.5,47.5
51.3,30,0,0,0,28.5,16.0,42.5
62.7,31,0,0,1,28.5,18.0,42.0
41.1,31,0,0,1,28.0,13.0,28.0
57.6,31,0,0,1,29.0,18.0,44.0
64.1,31,0,0,1,28.5,17.0,44.0
59.8,31,0,0,1,30.0,20.0,43.0
48.8,31,0,0,1,26.0,11.0,31.0
47.0,31,0,0,1,27.5,13.0,36.0
46.1,31,0,0,1,25.5,14.0,28.0
57.6,31,0,0,1,27.5,13.0,32.0
46.1,31,0,0,1,27.0,9.0,22.0
48.8,31,0,0,1,27.0,12.0,24.0
62.7,31,0,0,1,30.0,18.0,46.0
59.8,31,0,0,1,28.0,13.0,34.0
41.1,31,0,0,1,25.5,12.0,17.0
41.1,31,0,0,1,25.5,7.0,15.0
57.6,31,0,0,1,30.0,19.0,45.0
27.6,31,0,0,1,25.0,9.0,15.0
61.9,31,0,0,1,30.0,19.0,48.0
49.7,31,0,0,1,27.5,15.0,41.0
54.5,31,0,0,1,29.0,17.0,44.0
47.9,31,0,0,1,28.0,13.0,26.0
46.1,31,0,0,1,27.0,8.0,35.0
59.8,31,0,0,1,29.0,14.0,44.0
55.3,31,0,0,1,28.5,13.0,43.0
58.3,31,0,0,1,29.5,19.0,45.0
52.9,31,0,0,1,29.5,17.0,44.0
56.1,31,0,0,1,29.0,18.0,45.0
60.5,31,0,0,1,30.0,19.0,42.0
55.3,31,0,0,1,26.0,15.0,35.0
50.5,31,0,0,1,28.0,12.0,39.0
48.8,31,0,0,1,25.5,12.0,17.0
62.7,31,0,0,1,29.0,17.0,41.0
62.7,31,0,0,1,30.0,17.0,44.0
48.8,31,0,0,1,28.0,13.0,28.0
44.2,31,0,0,1,28.5,15.0,31.0
42.2,31,0,0,1,23.5,8.0,15.0
59.8,31,0,0,1,29.5,18.0,43.0
48.8,31,0,0,1,28.0,16.0,25.0
53.7,31,0,0,1,27.5,15.0,36.0
52.1,31,0,0,1,29.0,17.0,39.0
38.9,31,0,0,1,25.5,12.0,16.0
36.5,31,0,0,1,26.0,11.0,17.0
37.7,31,0,0,1,28.5,17.0,35.0
42.2,31,0,0,1,28.0,15.0,33.0
57.6,31,0,0,1,30.0,18.0,44.0
52.1,31,0,0,1,28.5,14.0,30.0
69.2,31,0,0,1,29.5,19.0,40.0
30.9,31,0,0,1,24.5,7.0,15.0
63.4,31,0,0,1,29.0,18.0,45.0
55.3,31,0,0,1,29.0,17.0,37.0
44.2,31,0,0,1,26.0,10.0,18.0
56.8,31,0,0,1,29.5,18.0,36.0
64.1,31,0,0,1,30.0,19.0,45.0
45.2,31,0,0,1,29.0,17.0,27.0
42.2,31,0,0,1,28.0,18.0,27.0
56.8,31,0,0,1,29.5,15.0,36.0
50.5,31,0,0,1,27.5,15.0,33.0
59.0,31,0,0,1,29.0,17.0,41.0
58.3,31,0,0,1,29.5,18.0,40.0
52.9,31,0,0,1,30.0,18.0,42.5
52.9,31,0,0,1,27.5,15.0,39.0
48.8,31,0,0,1,27.0,14.0,32.0
61.9,31,0,0,1,29.5,18.0,42.0
45.2,31,0,0,1,26.0,13.0,25.0
56.8,31,0,0,1,30.0,17.0,38.0
59.0,31,0,0,1,29.5,17.0,44.0
52.9,31,0,0,1,29.5,17.0,44.0
59.8,31,0,0,1,30.0,19.0,43.0
66.3,31,0,0,1,29.0,19.0,46.0
64.8,31,0,0,1,30.0,19.0,41.0
51.3,31,0,0,1,28.0,12.0,28.0
52.1,31,0,0,1,29.5,16.0,39.0
42.2,31,0,0,1,26.5,12.0,23.0
56.1,31,0,0,1,27.5,15.0,38.0
50.5,31,0,0,1,26.5,9.0,28.0
54.5,31,0,0,1,29.5,17.0,41.0
