NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
53.7,0,0,0,1,28.0,17.0,45.0
49.7,0,0,0,1,27.0,14.0,41.5
52.1,0,0,0,1,27.0,13.0,27.5
52.9,0,0,0,1,26.0,15.0,44.0
52.1,0,0,0,1,25.0,14.0,31.5
80.60000000000002,0,0,0,1,30.0,20.0,50.0
79.8,0,0,0,1,30.0,20.0,48.5
67.0,0,0,0,1,28.0,16.0,44.0
64.8,0,0,0,1,30.0,19.0,45.0
52.1,0,0,0,1,26.0,14.0,35.0
47.9,0,0,0,1,28.0,12.0,40.0
33.8,0,0,0,1,26.0,14.0,37.5
55.3,0,0,0,1,30.0,19.0,45.5
55.3,0,0,0,1,28.0,17.0,45.0
59.8,0,0,0,1,27.0,16.0,42.5
59.8,0,0,0,1,27.0,18.0,36.0
50.5,0,0,0,1,28.0,20.0,45.0
75.10000000000002,0,0,0,1,30.0,19.0,48.0
45.2,0,0,0,1,25.0,15.0,44.5
57.6,0,0,0,1,27.0,16.0,38.0
51.3,0,0,0,1,26.0,15.0,32.5
56.1,0,0,0,1,25.0,12.0,40.5
71.4,0,0,0,1,28.0,16.0,46.5
56.8,0,0,0,1,28.0,16.0,35.5
57.6,0,0,0,1,27.0,18.0,46.0
53.7,0,0,0,1,28.0,16.0,35.5
64.1,0,0,0,1,30.0,18.0,47.5
59.0,0,0,0,1,25.0,15.0,40.0
41.1,0,0,0,1,25.0,7.0,29.0
66.3,0,0,0,1,30.0,19.0,49.0
49.7,0,0,0,1,24.0,12.0,38.0
42.2,0,0,0,1,23.0,10.0,37.5
73.60000000000002,0,0,0,1,30.0,18.0,49.0
43.2,0,0,0,1,26.0,15.0,33.0
52.1,0,0,0,1,26.0,13.0,38.0
54.5,0,0,0,1,25.0,14.0,48.0
47.9,0,0,0,1,28.0,14.0,40.0
44.2,0,0,0,1,28.0,14.0,42.0
47.0,0,0,0,1,23.0,10.0,43.0
44.2,0,0,0,1,27.0,12.0,32.0
55.3,0,0,0,1,26.0,17.0,44.0
53.7,0,0,0,1,28.0,17.0,41.5
56.8,0,0,0,1,30.0,18.0,40.0
59.0,0,0,0,1,28.0,16.0,43.0
56.8,0,0,0,1,30.0,17.0,41.5
67.0,0,0,0,1,30.0,20.0,48.0
61.2,0,0,0,1,29.0,18.0,44.5
44.2,0,0,0,1,25.0,13.0,31.0
66.3,0,0,0,1,30.0,20.0,49.5
52.1,0,0,0,1,28.0,15.0,37.0
67.0,0,0,0,1,27.0,15.0,45.0
61.9,0,0,0,1,27.0,14.0,43.5
59.0,0,0,0,1,27.0,15.0,35.0
52.1,0,0,0,1,27.0,16.0,40.0
57.6,0,0,0,1,30.0,19.0,47.0
65.6,0,0,0,1,30.0,17.0,40.5
59.8,0,0,0,1,30.0,19.0,44.5
64.8,0,0,0,1,28.0,16.0,43.5
58.3,0,0,0,1,28.0,15.0,40.0
64.1,0,0,0,1,30.0,17.0,42.0
57.6,0,0,0,1,29.0,15.0,26.5
52.9,0,0,0,1,28.0,16.0,37.5
51.3,0,0,0,1,28.0,17.0,44.5
48.8,0,0,0,1,28.0,16.0,44.5
61.9,0,0,0,1,30.0,17.0,50.0
55.3,0,0,0,1,28.0,18.0,46.5
56.1,0,0,0,1,30.0,18.0,46.5
66.3,0,0,0,1,30.0,20.0,50.0
48.8,0,0,0,1,29.0,16.0,42.5
60.5,0,0,0,1,28.0,17.0,43.0
36.5,0,0,0,1,26.0,12.0,33.5
47.9,0,0,0,1,29.0,19.0,42.0
61.9,0,0,0,1,27.0,16.0,38.0
62.7,0,0,0,1,30.0,14.0,40.5
56.8,0,0,0,1,27.0,13.0,36.5
48.8,0,0,0,1,28.0,13.0,25.0
33.8,3,2,0,1,26.0,6.0,5.0
36.5,3,2,0,1,29.0,18.0,26.0
43.2,3,2,0,1,25.0,10.0,18.0
50.5,3,2,0,1,25.0,12.0,36.0
46.1,3,2,0,1,30.0,20.0,49.0
57.6,3,2,0,1,30.0,20.0,49.0
32.4,3,2,0,1,26.0,12.0,22.0
40.0,3,2,0,1,27.0,15.0,38.0
56.1,3,2,0,1,30.0,20.0,49.0
43.2,3,2,0,1,26.0,12.0,27.0
43.2,3,2,0,1,21.0,8.0,19.0
41.1,3,2,0,1,28.0,16.0,36.0
52.1,3,2,0,1,27.0,16.0,31.0
48.8,3,2,0,1,28.0,18.0,43.0
44.2,3,2,0,1,30.0,20.0,44.0
43.2,3,2,0,1,24.0,16.0,42.0
35.2,3,2,0,1,28.0,18.0,34.0
48.8,3,2,0,1,25.0,12.0,29.0
58.3,3,2,0,1,30.0,20.0,44.0
49.7,3,2,0,1,30.0,19.0,43.0
68.5,3,2,0,1,30.0,20.0,50.0
50.5,3,2,0,1,30.0,16.0,39.0
46.1,3,2,0,1,30.0,20.0,44.0
42.2,3,2,0,1,25.0,17.0,45.0
38.9,3,2,0,1,28.0,14.0,42.0
44.2,3,2,0,1,21.0,15.0,24.0
47.9,3,2,0,1,29.0,19.0,32.0
61.9,3,2,0,1,29.0,19.0,48.0
52.9,3,2,0,1,28.0,20.0,34.0
52.9,3,2,0,1,28.0,16.0,44.0
32.4,3,2,0,1,27.0,12.0,21.0
47.9,3,2,0,1,28.0,16.0,29.0
52.1,3,2,0,1,30.0,20.0,37.0
42.2,3,2,0,1,29.0,18.0,43.0
52.9,3,2,0,1,30.0,19.0,43.0
33.8,3,2,0,1,27.0,17.0,47.0
33.8,3,2,0,1,27.0,12.0,21.0
37.7,3,2,0,1,27.0,17.0,39.0
30.9,3,2,0,1,27.0,12.0,21.0
43.2,3,2,0,1,26.0,9.0,26.0
47.0,3,2,0,1,30.0,20.0,44.0
32.4,3,2,0,1,26.0,14.0,25.0
46.1,3,2,0,1,29.0,18.0,19.0
64.1,3,2,0,1,30.0,20.0,44.0
45.2,3,2,0,1,28.0,17.0,28.0
49.7,3,2,0,1,26.0,12.0,42.0
36.5,3,2,0,1,27.0,16.0,30.0
46.1,3,2,0,1,28.0,16.0,31.0
42.2,3,2,0,1,26.0,12.0,22.0
42.2,3,2,0,1,28.0,18.0,35.0
62.7,3,2,0,1,30.0,20.0,46.0
44.2,3,2,0,1,27.0,10.0,23.0
41.1,3,2,0,1,28.0,14.0,38.0
56.8,3,2,0,1,27.0,17.0,43.0
43.2,3,2,0,1,29.0,14.0,29.0
52.9,3,2,0,1,29.0,20.0,37.0
53.7,3,2,0,1,30.0,20.0,43.0
56.1,3,2,0,1,28.0,17.0,45.0
46.1,3,2,0,1,27.0,18.0,25.0
44.2,3,2,0,1,28.0,18.0,38.0
35.2,3,2,0,1,27.0,15.0,27.0
41.1,3,2,0,1,28.0,18.0,34.0
43.2,3,2,0,1,30.0,20.0,30.0
46.1,3,2,0,1,29.0,18.0,35.0
43.2,3,2,0,1,28.0,16.0,31.0
49.7,3,2,0,1,27.0,16.0,42.0
47.0,3,2,0,1,26.0,14.0,35.0
51.3,3,2,0,1,30.0,20.0,46.0
44.2,3,2,0,1,23.0,12.0,26.0
38.9,3,2,0,1,27.0,15.0,38.0
42.2,3,2,0,1,30.0,20.0,30.0
40.0,3,2,0,1,30.0,19.0,37.0
44.2,3,2,0,1,28.0,16.0,36.0
62.7,3,2,0,1,29.0,18.0,50.0
66.3,3,2,0,1,30.0,20.0,48.0
38.9,3,2,0,1,28.0,10.0,25.0
47.0,3,2,0,1,30.0,20.0,50.0
56.1,3,2,0,1,30.0,20.0,48.0
45.2,3,2,0,1,30.0,17.0,33.0
58.3,3,2,0,1,30.0,20.0,47.0
50.5,3,2,0,1,30.0,20.0,50.0
46.1,3,2,0,1,27.0,16.0,25.0
56.8,3,2,0,1,30.0,20.0,49.0
33.8,3,2,0,1,25.0,12.0,12.0
37.7,3,2,0,1,21.0,3.0,8.0
41.1,3,2,0,1,28.0,18.0,34.0
35.2,3,2,0,1,27.0,16.0,40.0
35.2,3,2,0,1,24.0,12.0,31.0
48.8,3,2,0,1,29.0,18.0,41.0
40.0,3,2,0,1,27.0,17.0,36.0
44.2,3,2,0,1,30.0,20.0,44.0
49.7,3,2,0,1,28.0,9.0,29.0
57.6,3,2,0,1,24.0,13.0,39.0
56.8,3,2,0,1,30.0,19.0,43.0
43.2,3,2,0,1,24.0,13.0,38.0
38.9,3,2,0,1,24.0,12.0,27.0
43.2,3,2,0,1,28.0,15.0,28.0
48.8,3,2,0,1,30.0,20.0,46.0
53.7,3,2,0,1,29.0,14.0,41.0
51.3,3,2,0,1,29.0,16.0,39.0
40.0,3,2,0,1,24.0,9.0,27.0
63.4,3,2,0,1,30.0,20.0,45.0
40.0,3,2,0,1,24.0,12.0,24.0
42.2,3,2,0,1,26.0,10.0,24.0
32.4,3,2,0,1,25.0,12.0,35.0
42.2,3,2,0,1,28.0,17.0,35.0
51.3,3,2,0,1,26.0,15.0,26.0
47.9,3,2,0,1,29.0,16.0,35.0
42.2,3,2,0,1,28.0,20.0,32.0
51.3,3,2,0,1,29.0,20.0,48.0
48.8,3,2,0,1,26.0,15.0,42.0
37.7,3,2,0,1,27.0,17.0,16.0
45.2,3,2,0,1,27.0,16.0,37.0
41.1,3,2,0,1,29.0,20.0,31.0
27.6,3,2,0,1,27.0,7.0,26.0
27.6,3,2,0,1,28.0,10.0,22.0
49.7,3,2,0,1,30.0,19.0,41.0
46.1,3,2,0,1,28.0,18.0,43.0
44.2,3,2,0,1,30.0,20.0,36.0
49.7,3,2,0,1,29.0,19.0,36.0
47.0,3,2,0,1,28.0,16.0,38.0
47.0,3,2,0,1,24.0,14.0,44.0
51.3,3,2,0,1,30.0,19.0,43.0
55.3,3,2,0,1,30.0,20.0,50.0
46.1,3,2,0,1,29.0,19.0,45.0
49.7,3,2,0,1,28.0,17.0,28.0
33.8,3,2,0,1,22.0,8.0,15.0
41.1,3,2,0,1,27.0,17.0,36.0
56.1,3,2,0,1,29.0,18.0,44.0
47.9,3,2,0,1,29.0,19.0,45.0
38.9,3,2,0,1,27.0,14.0,33.0
45.2,3,2,0,1,26.0,15.0,33.0
55.3,3,2,0,1,30.0,20.0,46.0
44.2,3,2,0,1,28.0,9.0,16.0
49.7,3,2,0,1,23.0,12.0,28.0
47.0,3,2,0,1,25.0,12.0,30.0
40.0,3,2,0,1,27.0,18.0,35.0
67.0,3,2,0,1,30.0,20.0,50.0
30.9,3,2,0,1,25.0,4.0,6.0
48.8,3,2,0,1,27.0,17.0,40.0
49.7,3,2,0,1,30.0,20.0,36.0
56.8,3,2,0,1,29.0,19.0,35.0
41.1,3,2,0,1,28.0,18.0,35.0
43.2,3,2,0,1,24.0,10.0,17.0
27.6,3,2,0,1,26.0,14.0,32.0
56.1,3,2,0,1,29.0,17.0,44.0
54.5,3,2,0,1,29.0,17.0,47.0
49.7,3,2,0,1,26.0,14.0,31.0
38.9,3,2,0,1,24.0,14.0,25.0
47.0,3,2,0,1,29.0,20.0,42.0
44.2,3,2,0,1,23.0,12.0,35.0
36.5,3,2,0,1,26.0,13.0,30.0
41.1,3,2,0,1,24.0,15.0,35.0
47.9,3,2,0,1,30.0,20.0,44.0
40.0,3,2,0,1,29.0,18.0,41.0
41.1,3,2,0,1,28.0,12.0,35.0
52.9,3,2,0,1,27.0,18.0,35.0
45.2,3,2,0,1,26.0,12.0,36.0
48.8,3,2,0,1,29.0,15.0,36.0
46.1,3,2,0,1,28.0,18.0,45.0
52.9,3,2,0,1,26.0,15.0,43.0
45.2,3,2,0,1,24.0,8.0,28.0
36.5,3,2,0,1,25.0,8.0,17.0
50.5,3,2,0,1,30.0,20.0,35.0
35.2,3,2,0,1,27.0,10.0,27.0
30.9,3,2,0,1,24.0,17.0,14.0
44.2,3,2,0,1,26.0,14.0,30.0
43.2,3,2,0,1,29.0,18.0,42.0
40.0,3,2,0,1,27.0,16.0,42.0
49.7,3,2,0,1,28.0,18.0,35.0
42.2,3,2,0,1,25.0,12.0,23.0
55.3,3,2,0,1,30.0,20.0,44.0
43.2,3,2,0,1,29.0,15.0,30.0
47.0,3,2,0,1,26.0,15.0,32.0
32.4,3,2,0,1,25.0,17.0,18.0
51.3,3,2,0,1,28.0,17.0,35.0
45.2,3,2,0,1,27.0,15.0,30.0
37.7,3,2,0,1,30.0,17.0,30.0
57.6,3,2,0,1,30.0,19.0,41.0
42.2,3,2,0,1,29.0,18.0,36.0
56.8,3,2,0,1,30.0,20.0,41.0
36.5,3,2,0,1,26.0,14.0,30.0
52.9,3,2,0,1,29.0,19.0,32.0
57.6,3,2,0,1,29.0,19.0,42.0
49.7,3,2,0,1,28.0,17.0,41.0
38.9,3,2,0,1,28.0,12.0,33.0
47.0,3,2,0,1,27.0,15.0,32.0
43.2,3,2,0,1,28.0,17.0,35.0
41.1,3,2,0,1,30.0,17.0,35.0
49.7,3,2,0,1,27.0,15.0,38.0
66.3,3,2,0,1,30.0,20.0,49.0
45.2,3,2,0,1,29.0,17.0,35.0
40.0,3,2,0,1,28.0,16.0,38.0
50.5,3,2,0,1,27.0,17.0,40.0
50.5,3,2,0,1,29.0,18.0,41.0
56.8,3,2,0,1,30.0,20.0,38.0
52.1,3,2,0,1,30.0,19.0,43.0
51.3,3,2,0,1,29.0,17.0,38.0
47.9,3,2,0,1,24.0,12.0,29.0
49.7,3,2,0,1,29.0,19.0,45.0
50.5,3,2,0,1,30.0,19.0,45.0
38.9,3,2,0,1,26.0,14.0,32.0
56.8,3,2,0,1,30.0,20.0,41.0
67.7,3,2,0,1,30.0,20.0,47.0
57.6,3,2,0,1,30.0,20.0,48.0
35.2,3,2,0,1,24.0,10.0,26.0
48.8,3,2,0,1,28.0,18.0,34.0
40.0,3,2,0,1,27.0,17.0,41.0
45.2,3,2,0,1,27.0,16.0,37.0
36.5,3,2,0,1,27.0,15.0,39.0
49.7,3,2,0,1,29.0,20.0,49.0
50.5,3,2,0,1,30.0,20.0,37.0
42.2,3,2,0,1,30.0,18.0,45.0
21.4,3,2,0,1,26.0,7.0,20.0
58.3,3,2,0,1,30.0,20.0,43.0
55.3,3,2,0,1,30.0,20.0,44.0
43.2,3,2,0,1,27.0,19.0,42.0
51.3,3,2,0,1,28.0,16.0,29.0
40.0,3,2,0,1,26.0,12.0,22.0
43.2,3,2,0,1,27.0,16.0,38.0
47.0,3,2,0,1,29.0,16.0,37.0
32.4,3,2,0,1,27.0,12.0,21.0
48.8,3,2,0,1,26.0,12.0,29.0
58.3,3,2,0,1,29.0,20.0,38.0
60.5,3,2,0,1,30.0,20.0,48.0
49.7,3,2,0,1,28.0,17.0,47.0
50.5,3,2,0,1,28.0,16.0,37.0
0.0,3,2,0,1,27.0,14.0,19.0
49.7,3,2,0,1,28.0,15.0,37.0
48.8,3,2,0,1,27.0,17.0,36.0
36.5,3,2,0,1,26.0,14.0,29.0
35.2,3,2,0,1,29.0,16.0,37.0
38.9,3,2,0,1,27.0,14.0,19.0
40.0,3,2,0,1,30.0,19.0,44.0
38.9,3,2,0,1,24.0,8.0,28.0
42.2,3,2,0,1,28.0,7.0,30.0
45.2,3,2,0,1,26.0,17.0,24.0
41.1,3,2,0,1,26.0,15.0,35.0
43.2,3,2,0,1,28.0,19.0,40.0
0.0,3,2,0,1,30.0,19.0,44.0
52.9,3,2,0,1,29.0,19.0,39.0
72.9,3,2,0,1,30.0,20.0,50.0
47.9,3,2,0,1,29.0,18.0,36.0
44.2,3,2,0,1,30.0,20.0,38.0
32.4,3,2,0,1,28.0,9.0,23.0
59.0,3,2,0,1,29.0,16.0,43.0
61.9,3,2,0,1,30.0,18.0,47.0
57.6,3,2,0,1,30.0,20.0,49.0
40.0,3,2,0,1,29.0,18.0,35.0
52.1,3,2,0,1,30.0,19.0,39.0
43.2,3,2,0,1,28.0,14.0,24.0
45.2,3,2,0,1,27.0,14.0,30.0
36.5,3,2,0,1,29.0,13.0,38.0
44.2,3,2,0,1,27.0,16.0,37.0
32.4,3,2,0,1,21.0,4.0,16.0
0.0,3,2,0,1,0.0,0.0,51.0
25.7,3,2,0,1,30.0,19.0,31.0
51.3,3,2,0,1,29.0,19.0,44.0
45.2,3,2,0,1,29.0,14.0,37.0
64.1,3,2,0,1,30.0,20.0,44.0
37.7,3,2,0,1,25.0,2.0,26.0
56.8,3,2,0,1,30.0,19.0,41.0
46.1,3,2,0,1,25.0,15.0,32.0
52.9,3,2,0,1,30.0,18.0,47.0
46.1,3,2,0,1,29.0,15.0,36.0
50.5,3,2,0,1,29.0,19.0,37.0
46.1,3,2,0,1,28.0,19.0,37.0
55.3,3,2,0,1,30.0,20.0,41.0
46.1,3,2,0,1,28.0,18.0,44.0
54.5,3,2,0,1,27.0,16.0,37.0
36.5,3,2,0,1,27.0,14.0,33.0
48.8,3,2,0,1,28.0,18.0,43.0
58.3,3,2,0,1,30.0,20.0,45.0
41.1,3,2,0,1,28.0,16.0,36.0
0.0,3,2,0,1,27.0,6.0,8.0
51.3,3,2,0,1,29.0,19.0,18.0
33.8,3,2,0,1,29.0,19.0,26.0
58.3,3,2,0,1,27.0,15.0,33.0
59.8,3,2,0,1,29.0,19.0,47.0
40.0,3,2,0,1,24.0,12.0,30.0
41.1,3,2,0,1,27.0,18.0,35.0
27.6,3,2,0,1,27.0,12.0,22.0
47.9,3,2,0,1,29.0,18.0,44.0
50.5,3,2,0,1,30.0,20.0,45.0
46.1,3,2,0,1,25.0,12.0,32.0
55.3,3,2,0,1,30.0,19.0,44.0
58.3,3,2,0,1,30.0,20.0,48.0
30.9,3,2,0,1,27.0,14.0,19.0
42.2,3,2,0,1,26.0,13.0,27.0
44.2,3,2,0,1,30.0,20.0,32.0
27.6,3,2,0,1,28.0,7.0,25.0
51.3,3,2,0,1,27.0,15.0,29.0
47.0,3,2,0,1,29.0,17.0,36.0
43.2,3,2,0,1,26.0,8.0,26.0
57.6,3,2,0,1,30.0,20.0,48.0
40.0,3,2,0,1,27.0,12.0,21.0
35.2,3,2,0,1,21.0,6.0,13.0
25.7,3,2,0,1,19.0,1.0,8.0
53.7,3,2,0,1,29.0,20.0,38.0
33.8,3,2,0,1,28.0,13.0,29.0
43.2,3,2,0,1,29.0,15.0,27.0
64.1,3,2,0,1,30.0,20.0,45.0
53.7,3,2,0,1,30.0,20.0,42.0
52.9,3,2,0,1,30.0,20.0,48.0
40.0,3,2,0,1,26.0,13.0,35.0
43.2,3,2,0,1,27.0,10.0,24.0
41.1,3,2,0,1,27.0,16.0,32.0
37.7,3,2,0,1,21.0,4.0,8.0
58.3,3,2,0,1,29.0,14.0,42.0
44.2,3,2,0,1,30.0,18.0,47.0
38.9,3,2,0,1,24.0,17.0,34.0
52.9,3,2,0,1,29.0,20.0,45.0
56.8,3,2,0,1,27.0,18.0,43.0
43.2,3,2,0,1,29.0,18.0,40.0
58.3,3,2,0,1,30.0,20.0,46.0
56.1,3,2,0,1,28.0,14.0,42.0
46.1,3,2,0,1,30.0,19.0,41.0
45.2,3,2,0,1,27.0,14.0,46.0
32.4,3,2,0,1,28.0,12.0,33.0
61.2,3,2,0,1,29.0,20.0,47.0
56.1,3,2,0,1,30.0,19.0,47.0
41.1,3,2,0,1,28.0,13.0,32.0
36.5,3,2,0,1,28.0,12.0,23.0
49.7,3,2,0,1,27.0,16.0,45.0
50.5,3,2,0,1,29.0,18.0,47.0
51.3,3,2,0,1,29.0,20.0,44.0
52.9,3,2,0,1,30.0,19.0,42.0
37.7,3,2,0,1,26.0,14.0,24.0
35.2,3,2,0,1,27.0,13.0,29.0
51.3,3,2,0,1,29.0,19.0,43.0
55.3,3,2,0,1,30.0,20.0,48.0
51.3,3,2,0,1,25.0,14.0,25.0
57.6,3,2,0,1,29.0,19.0,47.0
37.7,3,2,0,1,28.0,17.0,35.0
51.3,3,2,0,1,29.0,17.0,40.0
49.7,3,2,0,1,29.0,20.0,42.0
50.5,3,2,0,1,26.0,16.0,32.0
44.2,3,2,0,1,27.0,17.0,38.0
61.2,3,2,0,1,30.0,19.0,44.0
32.4,3,2,0,1,28.0,13.0,32.0
33.8,3,2,0,1,28.0,9.0,26.0
69.2,3,2,0,1,29.0,20.0,45.0
51.3,3,2,0,1,28.0,13.0,31.0
41.1,3,2,0,1,27.0,17.0,36.0
37.7,3,2,0,1,26.0,16.0,23.0
37.7,3,2,0,1,24.0,8.0,28.0
38.9,3,2,0,1,28.0,15.0,37.0
59.0,3,2,0,1,28.0,18.0,47.0
35.2,3,2,0,1,26.0,14.0,40.0
51.3,3,2,0,1,29.0,15.0,39.0
41.1,3,2,0,1,28.0,17.0,44.0
44.2,3,2,0,1,27.0,17.0,45.0
21.4,3,2,0,1,26.0,9.0,5.0
44.2,3,2,0,1,27.0,16.0,33.0
44.2,3,2,0,1,28.0,18.0,35.0
40.0,3,2,0,1,28.0,17.0,36.0
59.8,3,2,0,1,30.0,20.0,47.0
51.3,3,2,0,1,27.0,18.0,38.0
51.3,3,2,0,1,28.0,18.0,40.0
36.5,3,2,0,1,26.0,12.0,27.0
61.2,3,2,0,1,30.0,20.0,44.0
38.9,3,2,0,1,27.0,16.0,37.0
54.5,3,2,0,1,30.0,18.0,35.0
48.8,3,2,0,1,30.0,16.0,39.0
60.5,3,2,0,1,30.0,20.0,48.0
54.5,3,2,0,1,28.0,17.0,43.0
52.9,3,2,0,1,30.0,20.0,47.0
54.5,3,2,0,1,30.0,18.0,39.0
47.9,3,2,0,1,25.0,12.0,25.0
43.2,3,2,0,1,23.0,10.0,29.0
40.0,3,2,0,1,25.0,9.0,29.0
50.5,3,2,0,1,29.0,20.0,42.0
44.2,3,2,0,1,29.0,19.0,42.0
47.9,3,2,0,1,29.0,13.0,48.0
36.5,3,2,0,1,29.0,19.0,42.0
47.0,3,2,0,1,29.0,13.0,43.0
56.1,3,2,0,1,30.0,20.0,47.0
49.7,3,2,0,1,27.0,16.0,41.0
35.2,3,2,0,1,21.0,7.0,13.0
41.1,3,2,0,1,27.0,18.0,43.0
46.1,3,2,0,1,28.0,17.0,37.0
56.1,3,2,0,1,30.0,20.0,47.0
40.0,3,2,0,1,29.0,16.0,35.0
33.8,3,2,0,1,27.0,15.0,38.0
36.5,3,2,0,1,21.0,7.0,16.0
25.7,3,2,0,1,27.0,14.0,26.0
42.2,3,2,0,1,27.0,14.0,39.0
46.1,3,2,0,1,30.0,20.0,40.0
46.1,3,2,0,1,28.0,16.0,30.0
49.7,3,2,0,1,30.0,20.0,45.0
53.7,3,2,0,1,30.0,19.0,41.0
56.8,3,2,0,1,27.0,16.0,37.0
58.3,3,2,0,1,30.0,19.0,46.0
43.2,3,2,0,1,28.0,15.0,26.0
46.1,3,2,0,1,30.0,18.0,40.0
56.1,3,2,0,1,29.0,20.0,39.0
37.7,3,2,0,1,28.0,16.0,23.0
33.8,3,2,0,1,27.0,16.0,17.0
40.0,3,2,0,1,26.0,12.0,22.0
38.9,3,2,0,1,29.0,20.0,36.0
51.3,3,2,0,1,28.0,15.0,42.0
52.9,3,2,0,1,29.0,16.0,43.0
47.9,3,2,0,1,27.0,17.0,36.0
40.0,3,2,0,1,28.0,10.0,31.0
40.0,3,2,0,1,26.0,14.0,32.0
54.5,3,2,0,1,30.0,19.0,36.0
35.2,3,2,0,1,23.0,10.0,29.0
52.9,3,2,0,1,30.0,20.0,47.0
44.2,3,2,0,1,23.0,10.0,27.0
41.1,3,2,0,1,29.0,18.0,44.0
52.1,3,2,0,1,30.0,20.0,44.0
38.9,3,2,0,1,26.0,13.0,22.0
45.2,3,2,0,1,26.0,12.0,34.0
56.8,4,0,0,1,29.3,11.8,41.5
61.2,4,0,0,1,30.0,20.0,47.0
43.2,4,0,0,1,29.0,20.0,45.0
61.2,4,0,0,1,29.0,16.0,49.0
43.2,4,0,0,1,29.0,17.0,47.0
53.7,4,0,0,1,26.0,14.0,42.0
44.2,4,0,0,1,24.0,11.0,16.0
61.2,4,0,0,1,30.0,20.0,45.0
35.2,4,0,0,1,26.0,12.0,36.0
43.2,4,0,0,1,27.0,12.0,30.0
42.2,4,0,0,1,30.0,18.0,48.0
55.3,4,0,0,1,30.0,17.0,43.0
79.8,4,0,0,1,30.0,18.0,50.0
49.7,4,0,0,1,30.0,20.0,50.0
46.1,4,0,0,1,29.0,13.0,44.0
49.7,4,0,0,1,26.0,12.0,43.0
57.6,4,0,0,1,30.0,15.0,50.0
40.0,4,0,0,1,29.0,16.0,50.0
43.2,4,0,0,1,29.0,11.0,20.0
57.6,4,0,0,1,30.0,20.0,50.0
46.1,4,0,0,1,26.0,3.0,15.0
38.9,4,0,0,1,27.0,16.0,37.0
44.2,4,0,0,1,29.0,15.0,50.0
55.3,4,0,0,1,30.0,16.0,39.0
42.2,4,0,0,1,24.0,19.0,38.0
59.8,4,0,0,1,30.0,16.0,48.0
48.8,4,0,0,1,28.0,15.0,40.0
45.2,4,0,0,1,30.0,17.0,33.0
48.8,4,0,0,1,29.0,15.0,40.0
45.2,4,0,0,1,25.0,15.0,21.5
38.9,4,0,0,1,21.0,13.0,31.0
42.2,4,0,0,1,27.0,12.0,32.0
51.3,4,0,0,1,30.0,14.0,40.0
36.5,4,0,0,1,29.0,15.0,36.0
42.2,4,0,0,1,29.0,13.0,39.0
40.0,4,0,0,1,22.0,15.0,37.0
45.2,4,0,0,1,27.0,16.0,46.0
32.4,4,0,0,1,26.0,16.0,38.0
44.2,4,0,0,1,29.0,17.0,50.0
37.7,4,0,0,1,27.0,10.0,24.0
44.2,4,0,0,1,30.0,15.0,47.0
40.0,4,0,0,1,27.0,15.0,38.0
49.7,4,0,0,1,30.0,20.0,47.0
52.9,4,0,0,1,30.0,20.0,43.0
35.2,4,0,0,1,25.0,10.0,27.0
65.6,4,0,0,1,29.0,16.0,48.0
55.3,4,0,0,1,30.0,19.0,47.0
47.9,4,0,0,1,29.0,19.0,49.0
64.8,4,0,0,1,30.0,20.0,48.0
47.9,4,0,0,1,27.0,15.0,24.0
38.9,4,0,0,1,24.0,12.0,24.5
37.7,4,0,0,1,27.0,15.0,25.0
64.8,4,0,0,1,30.0,18.0,45.0
48.8,4,0,0,1,30.0,20.0,44.0
33.8,4,0,0,1,27.0,11.0,30.0
50.5,4,0,0,1,26.0,17.0,42.0
56.1,4,0,0,1,26.0,15.0,39.0
66.3,4,0,0,1,26.0,16.0,46.0
60.5,4,0,0,1,30.0,20.0,50.0
37.7,4,0,0,1,26.0,5.0,32.0
46.1,4,0,0,1,29.0,15.0,48.0
60.5,4,0,0,1,30.0,18.0,46.0
36.5,4,0,0,1,25.0,12.0,34.5
52.1,4,0,0,1,25.0,17.0,48.0
48.8,4,0,0,1,28.0,16.0,22.0
53.7,4,0,0,1,29.0,19.0,48.0
45.2,4,0,0,1,28.0,15.0,46.0
42.2,4,0,0,1,28.0,18.0,34.0
48.8,4,0,0,1,30.0,20.0,50.0
47.9,4,0,0,1,29.0,12.0,50.0
52.1,4,0,0,1,30.0,20.0,50.0
33.8,4,0,0,1,27.0,15.0,25.0
41.1,4,0,0,1,28.0,12.0,26.0
41.1,4,0,0,1,27.0,17.0,32.0
53.7,4,0,0,1,29.0,18.0,46.0
61.2,4,0,0,1,30.0,20.0,46.0
49.7,4,0,0,1,27.0,15.0,40.0
49.7,4,0,0,1,30.0,18.0,50.0
56.8,4,0,0,1,29.0,20.0,46.0
43.2,4,0,0,1,24.0,10.0,28.0
52.9,4,0,0,1,28.0,20.0,45.0
50.5,4,0,0,1,30.0,17.0,49.0
68.5,4,0,0,1,30.0,20.0,49.0
53.7,4,0,0,1,29.0,20.0,50.0
47.9,4,0,0,1,29.0,15.0,50.0
40.0,4,0,0,1,24.0,6.0,21.0
54.5,4,0,0,1,30.0,17.0,45.0
54.5,4,0,0,1,26.0,14.0,43.0
40.0,4,0,0,1,27.0,10.0,28.0
42.2,4,0,0,1,30.0,12.0,38.0
79.8,4,0,0,1,30.0,20.0,50.0
